"","Gemeinde","Zulassungsjahr","Postleitzahl","Laengengrad","Breitengrad","Anzahl_betroffen_Jahr"
"1136","ATTENWEILER","2010","88448",9.698617,48.136819,1
"1137","ATTENWEILER","2011","88448",9.698617,48.136819,2
"1138","ATTENWEILER","2014","88448",9.698617,48.136819,1
"1139","ATTENWEILER","2015","88448",9.698617,48.136819,1
"1140","ATTENWEILER","2016","88448",9.698617,48.136819,1
"1141","ATTING","2010","94348",12.4873,48.895756,2
"1142","ATTING","2011","94348",12.4873,48.895756,2
"1143","ATTING","2015","94348",12.4873,48.895756,1
"1144","ATTING","2016","94348",12.4873,48.895756,1
"1145","AU","2010","79280",7.828914,47.955421,3
"1146","AU","2013","79280",7.828914,47.955421,1
"1147","AU","2014","79280",7.828914,47.955421,1
"1148","AU","2015","79280",7.828914,47.955421,2
"1149","AU","2016","79280",7.828914,47.955421,1
"1150","AU AM RHEIN","2009","76474",8.236454,48.951487,2
"1151","AU AM RHEIN","2010","76474",8.236454,48.951487,3
"1152","AU AM RHEIN","2011","76474",8.236454,48.951487,7
"1153","AU AM RHEIN","2012","76474",8.236454,48.951487,6
"1154","AU AM RHEIN","2013","76474",8.236454,48.951487,4
"1155","AU AM RHEIN","2014","76474",8.236454,48.951487,2
"1156","AU AM RHEIN","2015","76474",8.236454,48.951487,7
"1157","AU AM RHEIN","2016","76474",8.236454,48.951487,10
"1158","AUENGRUND","2009","98673",10.886191,50.451843,1
"1159","AUENGRUND","2010","98673",10.886191,50.451843,3
"1160","AUENGRUND","2011","98673",10.886191,50.451843,3
"1161","AUENGRUND","2012","98673",10.886191,50.451843,2
"1162","AUENGRUND","2013","98673",10.886191,50.451843,4
"1163","AUENGRUND","2014","98673",10.886191,50.451843,4
"1164","AUENGRUND","2015","98673",10.886191,50.451843,1
"1165","AUENGRUND","2016","98673",10.886191,50.451843,5
"1166","AUERBACH","2009","09392",12.914707,50.685786,2
"1167","AUERBACH","2011","09392",12.914707,50.685786,2
"1168","AUERBACH","2012","09392",12.914707,50.685786,1
"1169","AUERBACH","2013","09392",12.914707,50.685786,1
"1170","AUERBACH","2016","09392",12.914707,50.685786,1
"1171","AUERBACH/VOGTL.","2009","08209",12.402307,50.508726,13
"1172","AUERBACH/VOGTL.","2010","08209",12.402307,50.508726,20
"1173","AUERBACH/VOGTL.","2011","08209",12.402307,50.508726,8
"1174","AUERBACH/VOGTL.","2012","08209",12.402307,50.508726,14
"1175","AUERBACH/VOGTL.","2013","08209",12.402307,50.508726,21
"1176","AUERBACH/VOGTL.","2014","08209",12.402307,50.508726,17
"1177","AUERBACH/VOGTL.","2015","08209",12.402307,50.508726,21
"1178","AUERBACH/VOGTL.","2016","08209",12.402307,50.508726,17
"1179","AUERBACH1","2010","94530",13.099653,48.803407,2
"1180","AUERBACH1","2011","94530",13.099653,48.803407,2
"1181","AUERBACH1","2012","94530",13.099653,48.803407,1
"1182","AUERBACH1","2013","94530",13.099653,48.803407,2
"1183","AUERBACH1","2014","94530",13.099653,48.803407,1
"1184","AUERBACH1","2016","94530",13.099653,48.803407,4
"1185","AUETAL","2009","31749",9.232853,52.234338,1
"1186","AUETAL","2010","31749",9.232853,52.234338,6
"1187","AUETAL","2011","31749",9.232853,52.234338,8
"1188","AUETAL","2012","31749",9.232853,52.234338,5
"1189","AUETAL","2013","31749",9.232853,52.234338,7
"1190","AUETAL","2014","31749",9.232853,52.234338,8
"1191","AUETAL","2015","31749",9.232853,52.234338,13
"1192","AUETAL","2016","31749",9.232853,52.234338,6
"1193","AUFHAUSEN","2009","93089",12.280959,48.872913,1
"1194","AUFHAUSEN","2010","93089",12.280959,48.872913,2
"1195","AUFHAUSEN","2011","93089",12.280959,48.872913,1
"1196","AUFHAUSEN","2012","93089",12.280959,48.872913,2
"1197","AUFHAUSEN","2013","93089",12.280959,48.872913,3
"1198","AUFHAUSEN","2014","93089",12.280959,48.872913,1
"1199","AUFHAUSEN","2016","93089",12.280959,48.872913,1
"1200","AUFSESS","2009","91347",11.228675,49.8843,2
"1201","AUFSESS","2012","91347",11.228675,49.8843,1
"1202","AUFSESS","2013","91347",11.228675,49.8843,1
"1203","AUFSESS","2016","91347",11.228675,49.8843,2
"1204","AUGGEN","2009","79424",7.596879,47.787301,2
"1205","AUGGEN","2012","79424",7.596879,47.787301,1
"1206","AUGGEN","2013","79424",7.596879,47.787301,1
"1207","AUGGEN","2014","79424",7.596879,47.787301,1
"1208","AUGGEN","2016","79424",7.596879,47.787301,1
"1209","AUGSBURG","2009","86150",10.892578,48.369696,203
"1210","AUGSBURG","2010","86150",10.892578,48.369696,197
"1211","AUGSBURG","2011","86150",10.892578,48.369696,201
"1212","AUGSBURG","2012","86150",10.892578,48.369696,160
"1213","AUGSBURG","2013","86150",10.892578,48.369696,192
"1214","AUGSBURG","2014","86150",10.892578,48.369696,184
"1215","AUGSBURG","2015","86150",10.892578,48.369696,222
"1216","AUGSBURG","2016","86150",10.892578,48.369696,206
"1217","AUGUSTDORF","2009","32832",8.74464,51.909123,11
"1218","AUGUSTDORF","2010","32832",8.74464,51.909123,3
"1219","AUGUSTDORF","2011","32832",8.74464,51.909123,7
"1220","AUGUSTDORF","2012","32832",8.74464,51.909123,3
"1221","AUGUSTDORF","2013","32832",8.74464,51.909123,4
"1222","AUGUSTDORF","2014","32832",8.74464,51.909123,11
"1223","AUGUSTDORF","2015","32832",8.74464,51.909123,2
"1224","AUGUSTDORF","2016","32832",8.74464,51.909123,12
"1225","AUGUSTUSBURG","2009","09573",13.10168,50.810614,8
"1226","AUGUSTUSBURG","2010","09573",13.10168,50.810614,7
"1227","AUGUSTUSBURG","2011","09573",13.10168,50.810614,1
"1228","AUGUSTUSBURG","2012","09573",13.10168,50.810614,8
"1229","AUGUSTUSBURG","2013","09573",13.10168,50.810614,5
"1230","AUGUSTUSBURG","2014","09573",13.10168,50.810614,4
"1231","AUGUSTUSBURG","2015","09573",13.10168,50.810614,5
"1232","AUGUSTUSBURG","2016","09573",13.10168,50.810614,4
"1233","AUHAGEN","2009","31553",9.294945,52.398326,1
"1234","AUHAGEN","2012","31553",9.294945,52.398326,4
"1235","AUHAGEN","2013","31553",9.294945,52.398326,1
"1236","AUHAGEN","2015","31553",9.294945,52.398326,1
"1237","AUHAUSEN","2009","86736",10.621298,49.00813,1
"1238","AUHAUSEN","2010","86736",10.621298,49.00813,4
"1239","AUHAUSEN","2011","86736",10.621298,49.00813,1
"1240","AUHAUSEN","2013","86736",10.621298,49.00813,1
"1241","AUHAUSEN","2014","86736",10.621298,49.00813,4
"1242","AUHAUSEN","2015","86736",10.621298,49.00813,1
"1243","AUHAUSEN","2016","86736",10.621298,49.00813,2
"1244","AURA A.D.SAALE","2009","97717",10.00738,50.164483,1
"1245","AURA A.D.SAALE","2012","97717",10.00738,50.164483,2
"1246","AURA A.D.SAALE","2013","97717",10.00738,50.164483,2
"1247","AURA A.D.SAALE","2015","97717",10.00738,50.164483,2
"1248","AURA I.SINNGRUND","2011","97773",9.574579,50.174553,2
"1249","AURA I.SINNGRUND","2013","97773",9.574579,50.174553,1
"1250","AURA I.SINNGRUND","2016","97773",9.574579,50.174553,2
"1251","AURACH","2009","91589",10.412619,49.244603,5
"1252","AURACH","2011","91589",10.412619,49.244603,5
"1253","AURACH","2012","91589",10.412619,49.244603,4
"1254","AURACH","2013","91589",10.412619,49.244603,3
"1255","AURACH","2014","91589",10.412619,49.244603,2
"1256","AURACH","2015","91589",10.412619,49.244603,4
"1257","AURACH","2016","91589",10.412619,49.244603,4
"1258","AURACHTAL","2009","91086",10.822529,49.575073,3
"1259","AURACHTAL","2011","91086",10.822529,49.575073,1
"1260","AURACHTAL","2012","91086",10.822529,49.575073,1
"1261","AURACHTAL","2013","91086",10.822529,49.575073,1
"1262","AURACHTAL","2014","91086",10.822529,49.575073,2
"1263","AURACHTAL","2015","91086",10.822529,49.575073,5
"1264","AURACHTAL","2016","91086",10.822529,49.575073,3
"1265","AUSLEBEN","2009","39393",11.114198,52.089985,1
"1266","AUSLEBEN","2010","39393",11.114198,52.089985,1
"1267","AUSLEBEN","2011","39393",11.114198,52.089985,3
"1268","AUSLEBEN","2013","39393",11.114198,52.089985,1
"1269","AUSLEBEN","2014","39393",11.114198,52.089985,1
"1270","AUSLEBEN","2015","39393",11.114198,52.089985,1
"1271","AUSLEBEN","2016","39393",11.114198,52.089985,1
"1272","AUSSERNZELL","2009","94532",13.204294,48.724086,1
"1273","AUSSERNZELL","2011","94532",13.204294,48.724086,1
"1274","AUSSERNZELL","2015","94532",13.204294,48.724086,3
"1275","AXSTEDT","2009","27729",8.77323,53.35533,1
"1276","AXSTEDT","2012","27729",8.77323,53.35533,1
"1277","AXSTEDT","2015","27729",8.77323,53.35533,1
"1278","AXSTEDT","2016","27729",8.77323,53.35533,1
"1279","AYING","2009","85653",11.776564,47.970877,2
"1280","AYING","2010","85653",11.776564,47.970877,4
"1281","AYING","2011","85653",11.776564,47.970877,4
"1282","AYING","2012","85653",11.776564,47.970877,2
"1283","AYING","2013","85653",11.776564,47.970877,9
"1284","AYING","2014","85653",11.776564,47.970877,4
"1285","AYING","2015","85653",11.776564,47.970877,6
"1286","AYING","2016","85653",11.776564,47.970877,7
"1287","AYL","2009","54441",6.554472,49.630723,1
"1288","AYL","2012","54441",6.554472,49.630723,1
"1289","AYL","2013","54441",6.554472,49.630723,3
"1290","AYL","2014","54441",6.554472,49.630723,3
"1291","AYL","2015","54441",6.554472,49.630723,2
"1292","AYL","2016","54441",6.554472,49.630723,2
"1293","AYSTETTEN","2009","86482",10.775351,48.404945,1
"1294","AYSTETTEN","2010","86482",10.775351,48.404945,1
"1295","AYSTETTEN","2011","86482",10.775351,48.404945,3
"1296","AYSTETTEN","2012","86482",10.775351,48.404945,3
"1297","AYSTETTEN","2013","86482",10.775351,48.404945,2
"1298","AYSTETTEN","2014","86482",10.775351,48.404945,1
"1299","AYSTETTEN","2015","86482",10.775351,48.404945,2
"1300","AYSTETTEN","2016","86482",10.775351,48.404945,3
"1301","BAAR EBENHAUSEN","2009","85107",11.471405,48.671064,10
"1302","BAAR EBENHAUSEN","2010","85107",11.471405,48.671064,3
"1303","BAAR EBENHAUSEN","2011","85107",11.471405,48.671064,3
"1304","BAAR EBENHAUSEN","2012","85107",11.471405,48.671064,9
"1305","BAAR EBENHAUSEN","2013","85107",11.471405,48.671064,7
"1306","BAAR EBENHAUSEN","2014","85107",11.471405,48.671064,6
"1307","BAAR EBENHAUSEN","2015","85107",11.471405,48.671064,9
"1308","BAAR EBENHAUSEN","2016","85107",11.471405,48.671064,3
"1309","BABENSHAM","2009","83547",12.264331,48.083672,3
"1310","BABENSHAM","2011","83547",12.264331,48.083672,4
"1311","BABENSHAM","2012","83547",12.264331,48.083672,1
"1312","BABENSHAM","2013","83547",12.264331,48.083672,1
"1313","BABENSHAM","2014","83547",12.264331,48.083672,5
"1314","BABENSHAM","2015","83547",12.264331,48.083672,1
"1315","BACH A.D.DONAU","2011","93090",12.303994,49.020714,2
"1316","BACH A.D.DONAU","2013","93090",12.303994,49.020714,1
"1317","BACH A.D.DONAU","2015","93090",12.303994,49.020714,1
"1318","BACH A.D.DONAU","2016","93090",12.303994,49.020714,1
"1319","BACHHAGEL","2009","89429",10.321505,48.632815,2
"1320","BACHHAGEL","2010","89429",10.321505,48.632815,2
"1321","BACHHAGEL","2011","89429",10.321505,48.632815,2
"1322","BACHHAGEL","2012","89429",10.321505,48.632815,1
"1323","BACHHAGEL","2013","89429",10.321505,48.632815,1
"1324","BACHHAGEL","2014","89429",10.321505,48.632815,3
"1325","BACHHAGEL","2016","89429",10.321505,48.632815,2
"1326","BAD ALEXANDERSBAD","2012","95680",12.015655,50.015409,1
"1327","BAD ALEXANDERSBAD","2015","95680",12.015655,50.015409,2
"1328","BAD BELLINGEN","2009","79415",7.556809,47.731696,6
"1329","BAD BELLINGEN","2010","79415",7.556809,47.731696,4
"1330","BAD BELLINGEN","2011","79415",7.556809,47.731696,5
"1331","BAD BELLINGEN","2012","79415",7.556809,47.731696,5
"1332","BAD BELLINGEN","2013","79415",7.556809,47.731696,1
"1333","BAD BELLINGEN","2014","79415",7.556809,47.731696,3
"1334","BAD BELLINGEN","2015","79415",7.556809,47.731696,6
"1335","BAD BELLINGEN","2016","79415",7.556809,47.731696,3
"1336","BAD BERKA","2009","99438",11.283174,50.899497,6
"1337","BAD BERKA","2010","99438",11.283174,50.899497,8
"1338","BAD BERKA","2011","99438",11.283174,50.899497,8
"1339","BAD BERKA","2012","99438",11.283174,50.899497,8
"1340","BAD BERKA","2013","99438",11.283174,50.899497,12
"1341","BAD BERKA","2014","99438",11.283174,50.899497,4
"1342","BAD BERKA","2015","99438",11.283174,50.899497,6
"1343","BAD BERKA","2016","99438",11.283174,50.899497,5
"1344","BAD BERTRICH","2011","56864",7.034605,50.070698,2
"1345","BAD BERTRICH","2012","56864",7.034605,50.070698,1
"1346","BAD BERTRICH","2013","56864",7.034605,50.070698,1
"1347","BAD BERTRICH","2014","56864",7.034605,50.070698,1
"1348","BAD BERTRICH","2016","56864",7.034605,50.070698,2
"1349","BAD BIBRA","2010","06647",11.585379,51.208095,1
"1350","BAD BIBRA","2011","06647",11.585379,51.208095,1
"1351","BAD BIBRA","2013","06647",11.585379,51.208095,3
"1352","BAD BIBRA","2014","06647",11.585379,51.208095,2
"1353","BAD BIBRA","2015","06647",11.585379,51.208095,3
"1354","BAD BIBRA","2016","06647",11.585379,51.208095,2
"1355","BAD BLANKENBURG","2009","07422",11.261585,50.68475,6
"1356","BAD BLANKENBURG","2010","07422",11.261585,50.68475,7
"1357","BAD BLANKENBURG","2011","07422",11.261585,50.68475,6
"1358","BAD BLANKENBURG","2012","07422",11.261585,50.68475,3
"1359","BAD BLANKENBURG","2013","07422",11.261585,50.68475,6
"1360","BAD BLANKENBURG","2014","07422",11.261585,50.68475,7
"1361","BAD BLANKENBURG","2015","07422",11.261585,50.68475,7
"1362","BAD BLANKENBURG","2016","07422",11.261585,50.68475,9
"1363","BAD BRAMBACH","2009","08648",12.312457,50.223255,1
"1364","BAD BRAMBACH","2010","08648",12.312457,50.223255,1
"1365","BAD BRAMBACH","2011","08648",12.312457,50.223255,1
"1366","BAD BRAMBACH","2012","08648",12.312457,50.223255,1
"1367","BAD BRAMBACH","2014","08648",12.312457,50.223255,1
"1368","BAD BRAMBACH","2015","08648",12.312457,50.223255,2
"1369","BAD COLBERG HELDBURG","2011","98663",10.725542,50.28002,3
"1370","BAD COLBERG HELDBURG","2012","98663",10.725542,50.28002,4
"1371","BAD COLBERG HELDBURG","2013","98663",10.725542,50.28002,1
"1372","BAD COLBERG HELDBURG","2016","98663",10.725542,50.28002,2
"1373","BAD DOBERAN","2009","18209",11.89935,54.106684,8
"1374","BAD DOBERAN","2010","18209",11.89935,54.106684,8
"1375","BAD DOBERAN","2011","18209",11.89935,54.106684,7
"1376","BAD DOBERAN","2012","18209",11.89935,54.106684,9
"1377","BAD DOBERAN","2013","18209",11.89935,54.106684,17
"1378","BAD DOBERAN","2014","18209",11.89935,54.106684,12
"1379","BAD DOBERAN","2015","18209",11.89935,54.106684,12
"1380","BAD DOBERAN","2016","18209",11.89935,54.106684,9
"1381","BAD DUEBEN","2009","04849",12.584581,51.59479,3
"1382","BAD DUEBEN","2010","04849",12.584581,51.59479,7
"1383","BAD DUEBEN","2011","04849",12.584581,51.59479,5
"1384","BAD DUEBEN","2012","04849",12.584581,51.59479,9
"1385","BAD DUEBEN","2013","04849",12.584581,51.59479,6
"1386","BAD DUEBEN","2014","04849",12.584581,51.59479,7
"1387","BAD DUEBEN","2015","04849",12.584581,51.59479,7
"1388","BAD DUEBEN","2016","04849",12.584581,51.59479,8
"1389","BAD DUERRENBERG","2009","06231",12.069945,51.299231,6
"1390","BAD DUERRENBERG","2010","06231",12.069945,51.299231,11
"1391","BAD DUERRENBERG","2011","06231",12.069945,51.299231,10
"1392","BAD DUERRENBERG","2012","06231",12.069945,51.299231,10
"1393","BAD DUERRENBERG","2013","06231",12.069945,51.299231,13
"1394","BAD DUERRENBERG","2014","06231",12.069945,51.299231,8
"1395","BAD DUERRENBERG","2015","06231",12.069945,51.299231,9
"1396","BAD DUERRENBERG","2016","06231",12.069945,51.299231,7
"1397","BAD EILSEN","2009","31707",9.105939,52.2407,1
"1398","BAD EILSEN","2010","31707",9.105939,52.2407,1
"1399","BAD EILSEN","2011","31707",9.105939,52.2407,1
"1400","BAD EILSEN","2012","31707",9.105939,52.2407,1
"1401","BAD EILSEN","2013","31707",9.105939,52.2407,3
"1402","BAD EILSEN","2015","31707",9.105939,52.2407,1
"1403","BAD EILSEN","2016","31707",9.105939,52.2407,3
"1404","BAD ELSTER","2009","08645",12.238262,50.282643,1
"1405","BAD ELSTER","2010","08645",12.238262,50.282643,5
"1406","BAD ELSTER","2011","08645",12.238262,50.282643,6
"1407","BAD ELSTER","2012","08645",12.238262,50.282643,3
"1408","BAD ELSTER","2013","08645",12.238262,50.282643,1
"1409","BAD ELSTER","2014","08645",12.238262,50.282643,3
"1410","BAD ELSTER","2015","08645",12.238262,50.282643,4
"1411","BAD ELSTER","2016","08645",12.238262,50.282643,3
"1412","BAD EMSTAL","2009","34308",9.260599,51.243864,6
"1413","BAD EMSTAL","2010","34308",9.260599,51.243864,8
"1414","BAD EMSTAL","2011","34308",9.260599,51.243864,9
"1415","BAD EMSTAL","2012","34308",9.260599,51.243864,9
"1416","BAD EMSTAL","2013","34308",9.260599,51.243864,6
"1417","BAD EMSTAL","2014","34308",9.260599,51.243864,13
"1418","BAD EMSTAL","2015","34308",9.260599,51.243864,5
"1419","BAD EMSTAL","2016","34308",9.260599,51.243864,7
"1420","BAD ENDBACH","2009","35080",8.495525,50.753161,12
"1421","BAD ENDBACH","2010","35080",8.495525,50.753161,8
"1422","BAD ENDBACH","2011","35080",8.495525,50.753161,8
"1423","BAD ENDBACH","2012","35080",8.495525,50.753161,12
"1424","BAD ENDBACH","2013","35080",8.495525,50.753161,4
"1425","BAD ENDBACH","2014","35080",8.495525,50.753161,6
"1426","BAD ENDBACH","2015","35080",8.495525,50.753161,5
"1427","BAD ENDBACH","2016","35080",8.495525,50.753161,9
"1428","BAD ESSEN","2009","49152",8.343951,52.319617,10
"1429","BAD ESSEN","2010","49152",8.343951,52.319617,19
"1430","BAD ESSEN","2011","49152",8.343951,52.319617,20
"1431","BAD ESSEN","2012","49152",8.343951,52.319617,24
"1432","BAD ESSEN","2013","49152",8.343951,52.319617,24
"1433","BAD ESSEN","2014","49152",8.343951,52.319617,12
"1434","BAD ESSEN","2015","49152",8.343951,52.319617,16
"1435","BAD ESSEN","2016","49152",8.343951,52.319617,11
"1436","BAD FEILNBACH","2009","83075",12.008173,47.773292,8
"1437","BAD FEILNBACH","2010","83075",12.008173,47.773292,4
"1438","BAD FEILNBACH","2011","83075",12.008173,47.773292,4
"1439","BAD FEILNBACH","2012","83075",12.008173,47.773292,4
"1440","BAD FEILNBACH","2013","83075",12.008173,47.773292,7
"1441","BAD FEILNBACH","2014","83075",12.008173,47.773292,7
"1442","BAD FEILNBACH","2015","83075",12.008173,47.773292,5
"1443","BAD FEILNBACH","2016","83075",12.008173,47.773292,6
"1444","BAD FUESSING","2009","94072",13.310922,48.351663,7
"1445","BAD FUESSING","2010","94072",13.310922,48.351663,11
"1446","BAD FUESSING","2011","94072",13.310922,48.351663,4
"1447","BAD FUESSING","2012","94072",13.310922,48.351663,8
"1448","BAD FUESSING","2013","94072",13.310922,48.351663,10
"1449","BAD FUESSING","2014","94072",13.310922,48.351663,5
"1450","BAD FUESSING","2015","94072",13.310922,48.351663,4
"1451","BAD FUESSING","2016","94072",13.310922,48.351663,8
"1452","BAD HEILBRUNN","2009","83670",11.462626,47.746023,1
"1453","BAD HEILBRUNN","2010","83670",11.462626,47.746023,4
"1454","BAD HEILBRUNN","2011","83670",11.462626,47.746023,4
"1455","BAD HEILBRUNN","2012","83670",11.462626,47.746023,3
"1456","BAD HEILBRUNN","2013","83670",11.462626,47.746023,4
"1457","BAD HEILBRUNN","2014","83670",11.462626,47.746023,6
"1458","BAD HEILBRUNN","2015","83670",11.462626,47.746023,2
"1459","BAD HEILBRUNN","2016","83670",11.462626,47.746023,6
"1460","BAD KARLSHAFEN","2009","34385",9.453624,51.643844,2
"1461","BAD KARLSHAFEN","2011","34385",9.453624,51.643844,3
"1462","BAD KARLSHAFEN","2012","34385",9.453624,51.643844,5
"1463","BAD KARLSHAFEN","2013","34385",9.453624,51.643844,3
"1464","BAD KARLSHAFEN","2015","34385",9.453624,51.643844,1
"1465","BAD KARLSHAFEN","2016","34385",9.453624,51.643844,1
"1466","BAD KLEINEN","2009","23996",11.47265,53.770508,3
"1467","BAD KLEINEN","2010","23996",11.47265,53.770508,2
"1468","BAD KLEINEN","2011","23996",11.47265,53.770508,1
"1469","BAD KLEINEN","2012","23996",11.47265,53.770508,3
"1470","BAD KLEINEN","2013","23996",11.47265,53.770508,1
"1471","BAD KLEINEN","2014","23996",11.47265,53.770508,8
"1472","BAD KLEINEN","2015","23996",11.47265,53.770508,4
"1473","BAD KLEINEN","2016","23996",11.47265,53.770508,3
"1474","BAD KLOSTERLAUSNITZ","2009","07639",11.867215,50.916378,2
"1475","BAD KLOSTERLAUSNITZ","2011","07639",11.867215,50.916378,3
"1476","BAD KLOSTERLAUSNITZ","2012","07639",11.867215,50.916378,4
"1477","BAD KLOSTERLAUSNITZ","2013","07639",11.867215,50.916378,2
"1478","BAD KLOSTERLAUSNITZ","2014","07639",11.867215,50.916378,2
"1479","BAD KLOSTERLAUSNITZ","2015","07639",11.867215,50.916378,2
"1480","BAD KLOSTERLAUSNITZ","2016","07639",11.867215,50.916378,2
"1481","BAD KOESTRITZ","2009","07586",12.010908,50.930222,3
"1482","BAD KOESTRITZ","2010","07586",12.010908,50.930222,2
"1483","BAD KOESTRITZ","2011","07586",12.010908,50.930222,3
"1484","BAD KOESTRITZ","2012","07586",12.010908,50.930222,2
"1485","BAD KOESTRITZ","2015","07586",12.010908,50.930222,1
"1486","BAD KOESTRITZ","2016","07586",12.010908,50.930222,3
"1487","BAD KOHLGRUB","2009","82433",11.051047,47.66653,3
"1488","BAD KOHLGRUB","2011","82433",11.051047,47.66653,1
"1489","BAD KOHLGRUB","2015","82433",11.051047,47.66653,1
"1490","BAD KOHLGRUB","2016","82433",11.051047,47.66653,4
"1491","BAD KROZINGEN","2009","79189",7.699564,47.915677,10
"1492","BAD KROZINGEN","2010","79189",7.699564,47.915677,10
"1493","BAD KROZINGEN","2011","79189",7.699564,47.915677,13
"1494","BAD KROZINGEN","2012","79189",7.699564,47.915677,17
"1495","BAD KROZINGEN","2013","79189",7.699564,47.915677,22
"1496","BAD KROZINGEN","2014","79189",7.699564,47.915677,14
"1497","BAD KROZINGEN","2015","79189",7.699564,47.915677,29
"1498","BAD KROZINGEN","2016","79189",7.699564,47.915677,14
"1499","BAD LAER","2009","49196",8.08725,52.100739,2
"1500","BAD LAER","2010","49196",8.08725,52.100739,13
"1501","BAD LAER","2011","49196",8.08725,52.100739,14
"1502","BAD LAER","2012","49196",8.08725,52.100739,5
"1503","BAD LAER","2013","49196",8.08725,52.100739,10
"1504","BAD LAER","2014","49196",8.08725,52.100739,10
"1505","BAD LAER","2015","49196",8.08725,52.100739,8
"1506","BAD LAER","2016","49196",8.08725,52.100739,7
"1507","BAD LAUSICK","2009","04651",12.640283,51.144619,9
"1508","BAD LAUSICK","2010","04651",12.640283,51.144619,10
"1509","BAD LAUSICK","2011","04651",12.640283,51.144619,14
"1510","BAD LAUSICK","2012","04651",12.640283,51.144619,12
"1511","BAD LAUSICK","2013","04651",12.640283,51.144619,2
"1512","BAD LAUSICK","2014","04651",12.640283,51.144619,7
"1513","BAD LAUSICK","2015","04651",12.640283,51.144619,8
"1514","BAD LAUSICK","2016","04651",12.640283,51.144619,10
"1515","BAD LIEBENSTEIN","2009","36448",10.349155,50.815769,2
"1516","BAD LIEBENSTEIN","2010","36448",10.349155,50.815769,4
"1517","BAD LIEBENSTEIN","2011","36448",10.349155,50.815769,7
"1518","BAD LIEBENSTEIN","2012","36448",10.349155,50.815769,10
"1519","BAD LIEBENSTEIN","2013","36448",10.349155,50.815769,6
"1520","BAD LIEBENSTEIN","2014","36448",10.349155,50.815769,4
"1521","BAD LIEBENSTEIN","2015","36448",10.349155,50.815769,6
"1522","BAD LIEBENSTEIN","2016","36448",10.349155,50.815769,3
"1523","BAD LIEBENWERDA","2009","04924",13.394139,51.515956,10
"1524","BAD LIEBENWERDA","2010","04924",13.394139,51.515956,9
"1525","BAD LIEBENWERDA","2011","04924",13.394139,51.515956,12
"1526","BAD LIEBENWERDA","2012","04924",13.394139,51.515956,9
"1527","BAD LIEBENWERDA","2013","04924",13.394139,51.515956,12
"1528","BAD LIEBENWERDA","2014","04924",13.394139,51.515956,8
"1529","BAD LIEBENWERDA","2015","04924",13.394139,51.515956,7
"1530","BAD LIEBENWERDA","2016","04924",13.394139,51.515956,10
"1531","BAD MUSKAU","2009","02953",14.721746,51.545194,2
"1532","BAD MUSKAU","2010","02953",14.721746,51.545194,3
"1533","BAD MUSKAU","2011","02953",14.721746,51.545194,1
"1534","BAD MUSKAU","2012","02953",14.721746,51.545194,4
"1535","BAD MUSKAU","2013","02953",14.721746,51.545194,3
"1536","BAD MUSKAU","2014","02953",14.721746,51.545194,5
"1537","BAD MUSKAU","2015","02953",14.721746,51.545194,6
"1538","BAD NENNDORF","2009","31542",9.374996,52.339433,12
"1539","BAD NENNDORF","2010","31542",9.374996,52.339433,8
"1540","BAD NENNDORF","2011","31542",9.374996,52.339433,4
"1541","BAD NENNDORF","2012","31542",9.374996,52.339433,11
"1542","BAD NENNDORF","2013","31542",9.374996,52.339433,8
"1543","BAD NENNDORF","2014","31542",9.374996,52.339433,6
"1544","BAD NENNDORF","2015","31542",9.374996,52.339433,13
"1545","BAD NENNDORF","2016","31542",9.374996,52.339433,10
"1546","BAD PETERSTAL GRIESBACH","2011","77740",8.205832,48.428963,1
"1547","BAD PETERSTAL GRIESBACH","2012","77740",8.205832,48.428963,4
"1548","BAD PETERSTAL GRIESBACH","2014","77740",8.205832,48.428963,3
"1549","BAD PETERSTAL GRIESBACH","2015","77740",8.205832,48.428963,2
"1550","BAD RIPPOLDSAU SCHAPBACH","2010","77776",8.291422,48.378284,2
"1551","BAD RIPPOLDSAU SCHAPBACH","2012","77776",8.291422,48.378284,1
"1552","BAD RIPPOLDSAU SCHAPBACH","2013","77776",8.291422,48.378284,2
"1553","BAD RIPPOLDSAU SCHAPBACH","2014","77776",8.291422,48.378284,2
"1554","BAD RIPPOLDSAU SCHAPBACH","2015","77776",8.291422,48.378284,1
"1555","BAD RIPPOLDSAU SCHAPBACH","2016","77776",8.291422,48.378284,2
"1556","BAD ROTHENFELDE","2009","49214",8.160784,52.108934,5
"1557","BAD ROTHENFELDE","2010","49214",8.160784,52.108934,5
"1558","BAD ROTHENFELDE","2011","49214",8.160784,52.108934,6
"1559","BAD ROTHENFELDE","2012","49214",8.160784,52.108934,13
"1560","BAD ROTHENFELDE","2013","49214",8.160784,52.108934,9
"1561","BAD ROTHENFELDE","2014","49214",8.160784,52.108934,6
"1562","BAD ROTHENFELDE","2015","49214",8.160784,52.108934,2
"1563","BAD ROTHENFELDE","2016","49214",8.160784,52.108934,8
"1564","BAD SALZSCHLIRF","2009","36364",9.509294,50.623014,3
"1565","BAD SALZSCHLIRF","2010","36364",9.509294,50.623014,1
"1566","BAD SALZSCHLIRF","2012","36364",9.509294,50.623014,2
"1567","BAD SALZSCHLIRF","2013","36364",9.509294,50.623014,2
"1568","BAD SALZSCHLIRF","2015","36364",9.509294,50.623014,2
